epoca,mse
457,0.005878
458,0.005849
459,0.005821
460,0.005794
461,0.005765
462,0.005738
463,0.005711
464,0.005684
465,0.005657
466,0.005630
467,0.005604
468,0.005578
469,0.005551
470,0.005526
471,0.005500
472,0.005475
473,0.005450
474,0.005425
475,0.005400
476,0.005375
477,0.005350
478,0.005326
479,0.005302
480,0.005279
481,0.005255
482,0.005232
483,0.005208
484,0.005185
485,0.005162
486,0.005139
487,0.005116
488,0.005094
489,0.005072
490,0.005050
491,0.005028
492,0.005006
493,0.004985
494,0.004963
495,0.004942
496,0.004921
497,0.004900
498,0.004879
499,0.004858
500,0.004838
